Marivita_cryptomonadis_NZ_JFKD01000051.1_Marivita_cryptomonadis_strain_CL-SK44_contig51__whole_genome_shotgun_sequence	k105_39451_flag_1_multi_8.0000_len_1239	k105_89480_flag_1_multi_3.0000_len_661	k105_28063_flag_1_multi_31.7927_len_573	k105_156414_flag_1_multi_9.0811_len_2250
Methylobacter_sp._XLMV4_NZ_WUTY01000228.1_Methylicorpusculum_oleiharenae_strain_XLMV4_draft_NODE_287_len_71341_cov_460_974518.228__whole_genome_shotgun_sequence	k105_81392_flag_0_multi_8.9899_len_16005	k105_128999_flag_1_multi_2.0000_len_503	k105_104363_flag_0_multi_9.4590_len_2423
marine_gamma_proteobacterium_HTCC2080_NZ_AAVV01000006.1_Marine_gamma_proteobacterium_HTCC2080_1100755000532__whole_genome_shotgun_sequence	k105_81977_flag_1_multi_4.7870_len_12069
Aquimarina_sp._22II-S11-z7_NZ_AQRA01000004.1_Aquimarina_atlantica_strain_22II-S11-z7_contig4__whole_genome_shotgun_sequence	k105_29316_flag_1_multi_4.7177_len_1196
Spongiibacter_tropicus_DSM_19543_NZ_ATUS01000003.1_Spongiibacter_tropicus_DSM_19543_G411DRAFT_scaffold00003.3_C__whole_genome_shotgun_sequence	k105_29618_flag_1_multi_4.0000_len_1045
Ilumatobacter_nonamiensis_YM16-303_NZ_BAOL01000296.1_Ilumatobacter_nonamiensis_YM16-303__whole_genome_shotgun_sequence	k105_41243_flag_1_multi_3.0000_len_768
Roseovarius_sp._A-2_NZ_BDIY01000053.1_Roseovarius_sp._A-2__whole_genome_shotgun_sequence	k105_101360_flag_1_multi_7.9630_len_1241	k105_28063_flag_1_multi_31.7927_len_573	k105_88995_flag_1_multi_3.0000_len_877	k105_133333_flag_1_multi_4.4133_len_705	k105_78699_flag_1_multi_19.0000_len_985	k105_79155_flag_1_multi_3.0000_len_599
Fluviicola_taffensis_DSM_16823_NC_015321.1_Fluviicola_taffensis_DSM_16823__complete_sequence	k105_131843_flag_1_multi_3.8774_len_2087
Spongiibacter_tropicus_DSM_19543_NZ_ATUS01000006.1_Spongiibacter_tropicus_DSM_19543_G411DRAFT_scaffold00006.6_C__whole_genome_shotgun_sequence	k105_9203_flag_0_multi_7.6431_len_968
Nitrospina_sp._SCGC_AAA288-L16_AQTY01000009.1_Nitrospina_sp._SCGC_AAA288-L16_A288L16DRAFT_Contig_0012_.9_C__whole_genome_shotgun_sequence	k105_148514_flag_1_multi_5.0000_len_4124	k105_133610_flag_1_multi_3.0000_len_1002
Spongiibacter_tropicus_DSM_19543_NZ_ATUS01000004.1_Spongiibacter_tropicus_DSM_19543_G411DRAFT_scaffold00004.4_C__whole_genome_shotgun_sequence	k105_150515_flag_1_multi_3.0000_len_1867
Desulfuromonas_acetoxidans_DSM_684_NZ_AAEW02000008.1_Desulfuromonas_acetoxidans_DSM_684_ctg63__whole_genome_shotgun_sequence	k105_114547_flag_1_multi_4.0000_len_807
Polaribacter_sp._MED152_NC_020830.1_Polaribacter_sp._MED152__complete_genome	k105_5514_flag_1_multi_1.8343_len_636	k105_68717_flag_1_multi_4.0000_len_1213
Ilumatobacter_nonamiensis_YM16-303_NZ_BAOL01000010.1_Ilumatobacter_nonamiensis_YM16-303__whole_genome_shotgun_sequence	k105_92897_flag_1_multi_4.0000_len_1355
Marivita_cryptomonadis_NZ_JFKD01000096.1_Marivita_cryptomonadis_strain_CL-SK44_contig96__whole_genome_shotgun_sequence	k105_101091_flag_0_multi_10.6657_len_823
Spongiibacter_tropicus_DSM_19543_NZ_ATUS01000001.1_Spongiibacter_tropicus_DSM_19543_G411DRAFT_scaffold00001.1_C__whole_genome_shotgun_sequence	k105_54880_flag_1_multi_5.9884_len_4433
Marivita_cryptomonadis_NZ_JFKD01000029.1_Marivita_cryptomonadis_strain_CL-SK44_contig29__whole_genome_shotgun_sequence	k105_93687_flag_1_multi_1.9253_len_1123
Marivita_cryptomonadis_NZ_JFKD01000009.1_Marivita_cryptomonadis_strain_CL-SK44_contig9__whole_genome_shotgun_sequence	k105_77463_flag_1_multi_3.0000_len_647
Roseovarius_sp._A-2_NZ_BDIY01000011.1_Roseovarius_sp._A-2__whole_genome_shotgun_sequence	k105_46660_flag_1_multi_2.0000_len_603	k105_12663_flag_1_multi_2.0000_len_654
Luminiphilus_syltensis_NOR5-1B_NZ_DS999411.1_Luminiphilus_syltensis_NOR5-1B_scf_1109846220923__whole_genome_shotgun_sequence	k105_31084_flag_1_multi_13.0000_len_903	k105_75620_flag_1_multi_1.8829_len_703	k105_132966_flag_1_multi_3.9771_len_8486	k105_73436_flag_1_multi_25.0000_len_721	k105_142308_flag_1_multi_3.6755_len_1085	k105_27895_flag_0_multi_10.0000_len_572	k105_108226_flag_1_multi_4.0000_len_2064	k105_101959_flag_0_multi_3.9756_len_1337	k105_52538_flag_1_multi_3.0000_len_613	k105_37064_flag_1_multi_4.0000_len_731	k105_143382_flag_1_multi_3.0000_len_724	k105_56664_flag_1_multi_6.9707_len_821	k105_19086_flag_1_multi_11.0000_len_12904	k105_33633_flag_1_multi_5.9629_len_2855	k105_6483_flag_1_multi_2.0000_len_715	k105_12301_flag_1_multi_3.0000_len_707	k105_94096_flag_1_multi_5.0000_len_8534	k105_130226_flag_1_multi_3.9411_len_1582	k105_77524_flag_1_multi_1.8004_len_676
marine_gamma_proteobacterium_HTCC2080_NZ_AAVV01000015.1_Marine_gamma_proteobacterium_HTCC2080_1100755000539__whole_genome_shotgun_sequence	k105_31084_flag_1_multi_13.0000_len_903	k105_9203_flag_0_multi_7.6431_len_968	k105_73436_flag_1_multi_25.0000_len_721	k105_144173_flag_0_multi_10.0000_len_2179	k105_142721_flag_1_multi_5.0000_len_692
Roseovarius_sp._A-2_NZ_BDIY01000002.1_Roseovarius_sp._A-2__whole_genome_shotgun_sequence	k105_70951_flag_1_multi_2.0000_len_703
Marivita_cryptomonadis_NZ_JFKD01000015.1_Marivita_cryptomonadis_strain_CL-SK44_contig15__whole_genome_shotgun_sequence	k105_30003_flag_1_multi_1.9368_len_849
Methylobacter_sp._XLMV4_NZ_WUTY01000014.1_Methylicorpusculum_oleiharenae_strain_XLMV4_draft_NODE_15_len_5558_cov_929_904663.14__whole_genome_shotgun_sequence	k105_104267_flag_0_multi_22.0000_len_671
marine_gamma_proteobacterium_HTCC2080_NZ_AAVV01000004.1_Marine_gamma_proteobacterium_HTCC2080_1100755000533__whole_genome_shotgun_sequence	k105_42293_flag_1_multi_1.9282_len_954
Aquimarina_sp._22II-S11-z7_NZ_AQRA01000018.1_Aquimarina_atlantica_strain_22II-S11-z7_contig18__whole_genome_shotgun_sequence	k105_27855_flag_1_multi_5.0000_len_1409	k105_27863_flag_0_multi_8.0000_len_1841	k105_5514_flag_1_multi_1.8343_len_636	k105_124881_flag_1_multi_4.6068_len_573
marine_gamma_proteobacterium_HTCC2080_NZ_AAVV01000002.1_Marine_gamma_proteobacterium_HTCC2080_1100755000543__whole_genome_shotgun_sequence	k105_55395_flag_1_multi_2.0000_len_502	k105_139930_flag_1_multi_1.0000_len_534
Ilumatobacter_nonamiensis_YM16-303_NZ_BAOL01000138.1_Ilumatobacter_nonamiensis_YM16-303__whole_genome_shotgun_sequence	k105_39554_flag_1_multi_5.0000_len_1190
Marivita_cryptomonadis_NZ_JFKD01000019.1_Marivita_cryptomonadis_strain_CL-SK44_contig19__whole_genome_shotgun_sequence	k105_89480_flag_1_multi_3.0000_len_661
Aquimarina_sp._22II-S11-z7_NZ_AQRA01000006.1_Aquimarina_atlantica_strain_22II-S11-z7_contig6__whole_genome_shotgun_sequence	k105_161874_flag_1_multi_4.0000_len_1473	k105_1550_flag_1_multi_5.0000_len_1722
marine_gamma_proteobacterium_HTCC2080_NZ_AAVV01000011.1_Marine_gamma_proteobacterium_HTCC2080_1100755000548__whole_genome_shotgun_sequence	k105_146697_flag_1_multi_3.0000_len_1170
Ilumatobacter_fluminis_NZ_SOAU01000001.1_Ilumatobacter_fluminis_strain_DSM_18936_Ga0074717_11__whole_genome_shotgun_sequence	k105_43789_flag_1_multi_3.0000_len_773	k105_59329_flag_1_multi_4.7172_len_897	k105_117259_flag_1_multi_20.7453_len_2924	k105_45597_flag_0_multi_3.9197_len_690	k105_7792_flag_1_multi_5.0000_len_7016	k105_111270_flag_1_multi_4.0000_len_3039	k105_82110_flag_1_multi_2.9615_len_4673	k105_25939_flag_1_multi_2.0000_len_1167	k105_140904_flag_1_multi_7.0000_len_684	k105_39565_flag_0_multi_8.9638_len_2316	k105_22380_flag_0_multi_5.8326_len_583	k105_146767_flag_1_multi_3.4918_len_654	k105_14153_flag_1_multi_5.0000_len_1136	k105_118392_flag_1_multi_4.0000_len_771	k105_150376_flag_1_multi_8.2751_len_8045
gamma_proteobacterium_SCGC_AB-629-P17_KB889760.1_gamma_proteobacterium_SCGC_AB-629-P17_genomic_scaffold_A3OADRAFT_scaffold_11.12__whole_genome_shotgun_sequence	k105_91071_flag_1_multi_1.0000_len_570
Geobacter_pickeringii_NZ_CP009788.1_Geobacter_pickeringii_strain_G13_chromosome__complete_genome	k105_62895_flag_0_multi_12.9061_len_648	k105_63389_flag_1_multi_3.0000_len_1865	k105_29651_flag_1_multi_6.0000_len_13479
Leisingera_caerulea_DSM_24564_NZ_KI421513.1_Leisingera_caerulea_DSM_24564_PhacaeDRAFT_Scaffold1.6__whole_genome_shotgun_sequence	k105_101981_flag_1_multi_5.6714_len_525	k105_124054_flag_0_multi_10.0000_len_2062	k105_28063_flag_1_multi_31.7927_len_573	k105_93687_flag_1_multi_1.9253_len_1123	k105_62298_flag_1_multi_3.0000_len_516	k105_156414_flag_1_multi_9.0811_len_2250	k105_119938_flag_1_multi_5.4463_len_701	k105_126728_flag_1_multi_1.7767_len_714	k105_64832_flag_1_multi_4.9461_len_1144	k105_111094_flag_1_multi_1.8399_len_611	k105_34892_flag_1_multi_2.0000_len_740	k105_16718_flag_1_multi_7.9628_len_884	k105_85481_flag_1_multi_5.0000_len_808
Ilumatobacter_nonamiensis_YM16-303_NZ_BAOL01000001.1_Ilumatobacter_nonamiensis_YM16-303__whole_genome_shotgun_sequence	k105_19828_flag_1_multi_22.3111_len_2387	k105_118394_flag_1_multi_3.2835_len_1054	k105_59329_flag_1_multi_4.7172_len_897
marine_gamma_proteobacterium_HTCC2080_NZ_AAVV01000020.1_Marine_gamma_proteobacterium_HTCC2080_1100755000550__whole_genome_shotgun_sequence	k105_77455_flag_1_multi_4.0000_len_535
Shewanella_amazonensis_SB2B_NC_008700.1_Shewanella_amazonensis_SB2B__complete_genome	k105_29618_flag_1_multi_4.0000_len_1045
Aquimarina_sp._22II-S11-z7_NZ_AQRA01000007.1_Aquimarina_atlantica_strain_22II-S11-z7_contig7__whole_genome_shotgun_sequence	k105_31643_flag_1_multi_3.0000_len_579
Roseovarius_sp._A-2_NZ_BDIY01000006.1_Roseovarius_sp._A-2__whole_genome_shotgun_sequence	k105_142706_flag_1_multi_3.0000_len_579
