bins.23	{'Translation table': 11, 'GC std': 0.010421614985783912, '# ambiguous bases': 0, 'Genome size': 1425117, 'Longest contig': 21843, 'N50 (scaffolds)': 4695, 'Mean scaffold length': 4582.369774919614, '# contigs': 311, '# scaffolds': 311, '# predicted genes': 1645, 'Longest scaffold': 21843, 'GC': 0.527456342181028, 'N50 (contigs)': 4695, 'Coding density': 0.9384324234431278, 'Mean contig length': 4582.369774919614}
bins.18	{'Translation table': 11, 'GC std': 0.021817956531748745, '# ambiguous bases': 0, 'Genome size': 6740191, 'Longest contig': 81075, 'N50 (scaffolds)': 5692, 'Mean scaffold length': 5466.497161394972, '# contigs': 1233, '# scaffolds': 1233, '# predicted genes': 7266, 'Longest scaffold': 81075, 'GC': 0.5693657642639504, 'N50 (contigs)': 5692, 'Coding density': 0.9298938264509121, 'Mean contig length': 5466.497161394972}
bins.24	{'Translation table': 11, 'GC std': 0.018051132783356454, '# ambiguous bases': 0, 'Genome size': 1667638, 'Longest contig': 123513, 'N50 (scaffolds)': 54509, 'Mean scaffold length': 40674.09756097561, '# contigs': 41, '# scaffolds': 41, '# predicted genes': 1548, 'Longest scaffold': 123513, 'GC': 0.41002963472888, 'N50 (contigs)': 54509, 'Coding density': 0.9624031114666373, 'Mean contig length': 40674.09756097561}
bins.26	{'Translation table': 11, 'GC std': 0.01714566848878243, '# ambiguous bases': 0, 'Genome size': 1082400, 'Longest contig': 24617, 'N50 (scaffolds)': 3529, 'Mean scaffold length': 3811.2676056338028, '# contigs': 284, '# scaffolds': 284, '# predicted genes': 1244, 'Longest scaffold': 24617, 'GC': 0.6668579083518108, 'N50 (contigs)': 3529, 'Coding density': 0.9354471544715447, 'Mean contig length': 3811.2676056338028}
bins.25	{'Translation table': 11, 'GC std': 0.021867040135760362, '# ambiguous bases': 0, 'Genome size': 2348368, 'Longest contig': 61638, 'N50 (scaffolds)': 4564, 'Mean scaffold length': 4498.789272030652, '# contigs': 522, '# scaffolds': 522, '# predicted genes': 2555, 'Longest scaffold': 61638, 'GC': 0.43969769644280626, 'N50 (contigs)': 4564, 'Coding density': 0.9101503682557419, 'Mean contig length': 4498.789272030652}
bins.3	{'Translation table': 11, 'GC std': 0.01576765268865689, '# ambiguous bases': 0, 'Genome size': 2057816, 'Longest contig': 39783, 'N50 (scaffolds)': 7656, 'Mean scaffold length': 6312.319018404908, '# contigs': 326, '# scaffolds': 326, '# predicted genes': 2183, 'Longest scaffold': 39783, 'GC': 0.6140374066486022, 'N50 (contigs)': 7656, 'Coding density': 0.9146084975527452, 'Mean contig length': 6312.319018404908}
bins.5	{'Translation table': 11, 'GC std': 0.01786926385323766, '# ambiguous bases': 0, 'Genome size': 1519170, 'Longest contig': 27367, 'N50 (scaffolds)': 7225, 'Mean scaffold length': 6329.875, '# contigs': 240, '# scaffolds': 240, '# predicted genes': 1592, 'Longest scaffold': 27367, 'GC': 0.4143611314072816, 'N50 (contigs)': 7225, 'Coding density': 0.9526419031444802, 'Mean contig length': 6329.875}
bins.6	{'Translation table': 11, 'GC std': 0.01828969935189407, '# ambiguous bases': 0, 'Genome size': 1151704, 'Longest contig': 11700, 'N50 (scaffolds)': 4544, 'Mean scaffold length': 4446.733590733591, '# contigs': 259, '# scaffolds': 259, '# predicted genes': 1387, 'Longest scaffold': 11700, 'GC': 0.7139117342650542, 'N50 (contigs)': 4544, 'Coding density': 0.9371696199717983, 'Mean contig length': 4446.733590733591}
bins.4	{'Translation table': 11, 'GC std': 0.016090330278499546, '# ambiguous bases': 0, 'Genome size': 3220413, 'Longest contig': 61674, 'N50 (scaffolds)': 7820, 'Mean scaffold length': 6265.394941634241, '# contigs': 514, '# scaffolds': 514, '# predicted genes': 3439, 'Longest scaffold': 61674, 'GC': 0.6274962248630843, 'N50 (contigs)': 7820, 'Coding density': 0.9192650135246628, 'Mean contig length': 6265.394941634241}
bins.7	{'Translation table': 11, 'GC std': 0.030398419754394477, '# ambiguous bases': 0, 'Genome size': 1488453, 'Longest contig': 10475, 'N50 (scaffolds)': 3631, 'Mean scaffold length': 3749.251889168766, '# contigs': 397, '# scaffolds': 397, '# predicted genes': 1693, 'Longest scaffold': 10475, 'GC': 0.47447181738355193, 'N50 (contigs)': 3631, 'Coding density': 0.9119844563449434, 'Mean contig length': 3749.251889168766}
bins.8	{'Translation table': 11, 'GC std': 0.033079933113673694, '# ambiguous bases': 0, 'Genome size': 1631292, 'Longest contig': 17015, 'N50 (scaffolds)': 4422, 'Mean scaffold length': 4315.587301587301, '# contigs': 378, '# scaffolds': 378, '# predicted genes': 1838, 'Longest scaffold': 17015, 'GC': 0.5153706387329797, 'N50 (contigs)': 4422, 'Coding density': 0.9220158009724807, 'Mean contig length': 4315.587301587301}
bins.9	{'Translation table': 11, 'GC std': 0.020398876549770253, '# ambiguous bases': 0, 'Genome size': 2467401, 'Longest contig': 256554, 'N50 (scaffolds)': 81492, 'Mean scaffold length': 45692.61111111111, '# contigs': 54, '# scaffolds': 54, '# predicted genes': 2444, 'Longest scaffold': 256554, 'GC': 0.6067035718960964, 'N50 (contigs)': 81492, 'Coding density': 0.9042060856747647, 'Mean contig length': 45692.61111111111}
bins.21	{'Translation table': 11, 'GC std': 0.03872947074357641, '# ambiguous bases': 0, 'Genome size': 14641942, 'Longest contig': 42507, 'N50 (scaffolds)': 4728, 'Mean scaffold length': 4649.71165449349, '# contigs': 3149, '# scaffolds': 3149, '# predicted genes': 17401, 'Longest scaffold': 42507, 'GC': 0.34021737007290426, 'N50 (contigs)': 4728, 'Coding density': 0.9571463266279842, 'Mean contig length': 4649.71165449349}
